index,x,y_elevation,z,cumulative_length_m
105,-190.48695373535156,-7.552412033081055,246.06356811523438,168.75942993164062
106,-190.3159637451172,-7.545973777770996,244.46273803710938,170.36944580078125
107,-190.1454620361328,-7.538755416870117,242.86167907714844,171.97964477539062
108,-189.97503662109375,-7.529334545135498,241.26026916503906,173.59017944335938
109,-189.80438232421875,-7.518899440765381,239.6584930419922,175.20111083984375
110,-189.6339569091797,-7.50862979888916,238.05641174316406,176.81231689453125
111,-189.4640350341797,-7.498878479003906,236.45394897460938,178.42384338378906
112,-189.2944793701172,-7.489237308502197,234.85105895996094,180.0357666015625
113,-189.12550354003906,-7.480406284332275,233.247802734375,181.64797973632812
114,-188.9569549560547,-7.472708702087402,231.64419555664062,183.260498046875
115,-188.7887725830078,-7.4638471603393555,230.04031372070312,184.87326049804688
116,-188.62083435058594,-7.454654693603516,228.43606567382812,186.48635864257812
117,-188.45333862304688,-7.445346355438232,226.83140563964844,188.09982299804688
118,-188.28599548339844,-7.436540126800537,225.22642517089844,189.71359252929688
119,-188.11900329589844,-7.428657531738281,223.62098693847656,191.32777404785156
120,-187.95223999023438,-7.4203338623046875,222.01531982421875,192.94215393066406
121,-187.78564453125,-7.412198066711426,220.40933227539062,194.55682373046875
122,-187.6192169189453,-7.403447151184082,218.8029327392578,196.17190551757812
123,-187.452880859375,-7.393872261047363,217.1962890625,197.78721618652344
124,-187.28680419921875,-7.38537073135376,215.5892333984375,199.4029083251953
125,-187.1207733154297,-7.376183986663818,213.98184204101562,201.0189208984375
126,-186.95494079589844,-7.3672380447387695,212.37417602539062,202.63519287109375
127,-186.78907775878906,-7.357842922210693,210.76625061035156,204.25172424316406
128,-186.62310791015625,-7.3487324714660645,209.1578826904297,205.86871337890625
129,-186.45721435546875,-7.339322566986084,207.54928588867188,207.4859161376953
130,-186.2915496826172,-7.330881118774414,205.94032287597656,209.1034698486328
131,-186.12623596191406,-7.322739601135254,204.33096313476562,210.72137451171875
132,-185.96128845214844,-7.314138412475586,202.72128295898438,212.3395538330078
133,-185.79672241210938,-7.30571985244751,201.111328125,213.95797729492188
134,-185.63238525390625,-7.296319007873535,199.50106811523438,215.57667541503906
135,-185.46864318847656,-7.2858147621154785,197.89039611816406,217.19573974609375
136,-185.30560302734375,-7.275944709777832,196.279296875,218.8151397705078
137,-185.1433868408203,-7.266659259796143,194.66783142089844,220.43482971191406
138,-184.98208618164062,-7.2568182945251465,193.05606079101562,222.0547332763672
139,-184.8216552734375,-7.246920108795166,191.44383239746094,223.6750030517578
140,-184.66224670410156,-7.236664772033691,189.83120727539062,225.2955780029297
141,-184.50396728515625,-7.226459980010986,188.21826171875,226.91636657714844
142,-184.3466796875,-7.2160868644714355,186.6048583984375,228.53750610351562
143,-184.190185546875,-7.206182956695557,184.99098205566406,230.15904235839844
144,-184.0341796875,-7.197258472442627,183.3768310546875,231.78079223632812
145,-183.87855529785156,-7.188404083251953,181.76242065429688,233.4027557373047
146,-183.72320556640625,-7.178373336791992,180.14768981933594,235.0250244140625
147,-183.56822204589844,-7.168168544769287,178.5325469970703,236.64767456054688
148,-183.4134979248047,-7.159079074859619,176.9169921875,238.27069091796875
149,-183.2586669921875,-7.150731563568115,175.30120849609375,239.89395141601562
