t_s,car_x,car_z,e_y_m,e_psi_rad,theta_ref0_deg,theta_real_deg,theta_dot_kf_degs,theta_dot_raw_degs,error_deg,tau_Nm,speed_kmh,kappa_avg,loop_dt_ms
468.344,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.22
468.395,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.43
468.445,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.08
468.495,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.68
468.545,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.64
468.595,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.1
468.645,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.14
468.697,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.43
468.746,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.41
468.797,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.13
468.846,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.48
468.896,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.15
468.946,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,10.84
468.997,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.17
469.048,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.0
469.098,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.43
469.148,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.62
469.198,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.38
469.249,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.39
469.298,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.14
469.349,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.92
469.399,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.08
469.449,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.06
469.499,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,10.88
469.551,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.6
469.601,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.42
469.65,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.07
469.701,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.73
469.751,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.28
469.802,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.65
469.852,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.12
469.903,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.58
469.954,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.86
470.005,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.39
470.053,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,10.91
470.105,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.17
470.155,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.41
470.205,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.15
470.255,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.14
470.306,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.67
470.357,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.81
470.407,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.4
470.457,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.47
470.507,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.04
470.558,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.01
470.608,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.07
470.658,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.39
470.709,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.36
470.759,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.19
470.809,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.49
470.859,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.35
470.91,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.48
470.961,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,12.4
471.011,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.69
471.062,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,12.05
471.111,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.34
471.162,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.01
471.212,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.45
471.262,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.57
471.312,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,10.88
471.363,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.38
471.415,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.67
471.465,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.09
471.514,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.6
471.565,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.72
471.614,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.23
471.665,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.93
471.715,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.09
471.765,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.18
471.815,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.3
471.867,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.3
471.917,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.88
471.967,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.85
472.018,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.95
472.068,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.75
472.117,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.13
472.167,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,10.85
472.218,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.22
472.269,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.58
472.319,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.3
472.368,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.18
472.419,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.68
472.47,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.18
472.52,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.12
472.571,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.55
472.621,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.67
472.671,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.38
472.722,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,12.07
472.772,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.27
472.822,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.36
472.873,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.76
472.923,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.33
472.974,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,12.18
473.023,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.35
473.074,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.45
473.124,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.16
473.174,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,10.88
473.225,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.43
473.276,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.58
473.326,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.0
473.376,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.7
473.426,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.03
473.478,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.56
473.529,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.57
473.578,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.47
473.628,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.09
473.68,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.52
473.729,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.23
473.779,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.4
473.83,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.38
473.88,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.13
473.931,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.57
473.981,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.33
474.031,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.42
474.081,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.53
474.131,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.12
474.184,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,13.14
474.233,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.57
474.283,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.31
474.334,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.68
474.384,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.51
474.433,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,10.88
474.486,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,13.27
474.535,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.28
474.586,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.77
474.636,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.91
474.686,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.68
474.736,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.51
474.787,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.58
474.837,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.53
474.887,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.78
474.937,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.27
474.987,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.79
475.037,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.05
475.089,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.1
475.138,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.84
475.189,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.48
475.239,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.35
475.289,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.14
475.34,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.53
475.39,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.69
475.44,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,10.87
475.494,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,14.29
475.541,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.41
475.591,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.0
475.641,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.18
475.692,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.74
475.742,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.51
475.793,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,12.09
475.843,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.65
475.893,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.07
475.944,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.28
475.994,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.5
476.044,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.71
476.094,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.1
476.145,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.3
476.195,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.42
476.246,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.43
476.296,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.91
476.346,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.28
476.397,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.58
476.447,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.11
476.497,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.38
476.548,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.74
476.598,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.04
476.65,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.93
476.699,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.24
476.75,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.45
476.799,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.0
476.851,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,12.0
476.901,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.51
476.951,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.56
477.001,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.3
477.051,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.37
477.102,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.73
477.153,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.13
477.204,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,12.56
477.253,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.3
477.304,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.6
477.353,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.16
477.404,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.42
477.454,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.14
477.505,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.95
477.556,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.73
477.606,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.34
477.657,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,12.24
477.706,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,10.87
477.759,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,13.79
477.807,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.57
477.858,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.92
477.909,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.17
477.958,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.27
478.009,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.74
478.058,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.37
478.11,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.99
478.16,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.15
478.211,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,12.11
478.26,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.39
478.311,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.68
478.361,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.51
478.411,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.07
478.461,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.27
478.512,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.57
478.562,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.38
478.612,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.27
478.662,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.39
478.712,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.24
478.764,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,12.42
478.813,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,10.92
478.863,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.26
478.914,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.61
478.964,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.66
479.015,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.89
479.065,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.27
479.115,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,-0.0,53.48,0.011875,11.89
479.165,8.285,857.303,-1.3392,-0.01998,12.543,12.604,-0.0,0.0,-0.061,0.0,53.48,0.011875,11.48
479.215,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.22
479.265,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.02
479.316,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,0.0,53.48,0.011875,11.26
479.366,8.285,857.303,-1.3392,-0.01998,12.543,12.604,0.0,0.0,-0.061,-0.0,53.48,0.011875,11.19
