t_s,e_y_m,theta_ref0_deg,theta_real_deg,tau_Nm,v_real_kmh,v_target_kmh,u_cmd,gas,brake,loop_dt_ms
77.832,-0.0045,0.363,0.282,-0.0087,76.14,75.6,0.561,0.561,0.0,21.56
77.881,-0.0058,0.348,0.264,-0.002,76.33,75.6,0.541,0.541,0.0,19.73
77.937,-0.007,0.307,0.261,0.0014,76.39,75.6,0.535,0.535,0.0,25.27
77.985,-0.0083,0.189,0.304,0.0064,76.19,75.6,0.555,0.555,0.0,22.85
78.031,-0.0098,0.192,0.343,0.0009,76.05,75.6,0.571,0.571,0.0,18.83
78.087,-0.0111,0.576,0.417,0.0063,76.14,75.6,0.56,0.56,0.0,24.18
78.14,-0.0121,0.6,0.52,0.0066,76.33,75.6,0.541,0.541,0.0,27.16
78.186,-0.0136,0.515,0.561,-0.0051,76.41,75.6,0.532,0.532,0.0,22.69
78.237,-0.015,0.41,0.525,-0.0095,76.23,75.6,0.551,0.551,0.0,23.22
78.287,-0.0158,0.59,0.396,-0.014,76.07,75.6,0.568,0.568,0.0,23.51
78.335,-0.0164,0.512,0.274,-0.0036,76.13,75.6,0.562,0.562,0.0,21.69
78.388,-0.0168,0.049,0.21,0.0038,76.29,75.6,0.545,0.545,0.0,24.23
78.439,-0.0173,-0.341,0.172,0.0014,76.39,75.6,0.533,0.533,0.0,25.07
78.486,-0.0171,-0.381,0.131,-0.0017,76.39,75.6,0.535,0.535,0.0,21.42
78.535,-0.0168,0.276,0.18,0.0111,76.19,75.6,0.555,0.555,0.0,19.57
78.589,-0.0163,0.22,0.216,-0.0001,76.06,75.6,0.57,0.57,0.0,23.83
78.639,-0.0164,0.313,0.135,-0.015,76.13,75.6,0.561,0.561,0.0,22.85
78.689,-0.0156,0.21,0.024,-0.0069,76.3,75.6,0.544,0.544,0.0,22.63
78.737,-0.0148,-0.532,-0.12,-0.0085,76.39,75.6,0.533,0.533,0.0,20.62
78.788,-0.0142,-0.286,-0.283,-0.0078,76.34,75.6,0.54,0.54,0.0,21.43
78.838,-0.013,-0.205,-0.369,0.0052,76.14,75.6,0.56,0.56,0.0,20.45
78.893,-0.0123,-0.237,-0.359,0.0104,76.01,75.6,0.575,0.575,0.0,25.52
78.945,-0.0124,-0.408,-0.292,0.0082,76.11,75.6,0.564,0.564,0.0,26.79
78.989,-0.0125,-0.389,-0.243,-0.0,76.33,75.6,0.541,0.541,0.0,20.84
79.045,-0.0126,0.039,-0.137,0.0095,76.4,75.6,0.533,0.533,0.0,26.27
79.093,-0.0128,0.29,0.114,0.0241,76.2,75.6,0.554,0.554,0.0,24.53
79.14,-0.0138,0.231,0.29,-0.0019,76.05,75.6,0.571,0.571,0.0,21.12
79.194,-0.0147,0.397,0.404,-0.0023,76.12,75.6,0.562,0.562,0.0,24.19
79.246,-0.0154,1.056,0.537,0.0065,76.31,75.6,0.543,0.543,0.0,25.92
79.294,-0.0163,0.456,0.579,-0.008,76.41,75.6,0.531,0.531,0.0,24.06
79.338,-0.0172,0.484,0.596,-0.002,76.35,75.6,0.539,0.539,0.0,17.43
79.394,-0.0182,0.615,0.552,-0.0079,76.17,75.6,0.557,0.557,0.0,23.61
79.442,-0.0182,0.173,0.449,-0.0097,76.02,75.6,0.574,0.574,0.0,21.51
79.49,-0.0181,0.169,0.377,0.0006,76.12,75.6,0.562,0.562,0.0,18.82
79.544,-0.018,0.306,0.239,-0.0117,76.32,75.6,0.542,0.542,0.0,22.45
79.599,-0.017,-0.399,0.049,-0.012,76.41,75.6,0.532,0.532,0.0,27.7
79.645,-0.0159,-0.452,-0.098,-0.0006,76.28,75.6,0.546,0.546,0.0,23.18
79.699,-0.0145,-0.496,-0.218,-0.0013,76.12,75.6,0.562,0.562,0.0,27.05
79.752,-0.0125,-0.474,-0.273,0.0049,76.12,75.6,0.562,0.562,0.0,29.65
79.795,-0.0107,-0.497,-0.307,0.0009,76.22,75.6,0.552,0.552,0.0,22.85
79.844,-0.0088,-0.415,-0.329,0.0007,76.33,75.6,0.541,0.541,0.0,21.01
79.896,-0.007,-0.483,-0.428,-0.0117,76.33,75.6,0.541,0.541,0.0,22.89
79.945,-0.0052,-0.478,-0.512,-0.0013,76.13,75.6,0.561,0.561,0.0,21.4
79.997,-0.0032,-0.408,-0.584,-0.0012,76.0,75.6,0.576,0.576,0.0,23.64
80.045,-0.0015,-1.091,-0.644,-0.001,76.12,75.6,0.562,0.562,0.0,20.54
80.099,-0.0001,-0.412,-0.628,0.0086,76.37,75.6,0.537,0.537,0.0,24.22
80.146,0.0013,-0.307,-0.568,0.0067,76.44,75.6,0.528,0.528,0.0,21.8
80.199,0.0025,-0.233,-0.395,0.0178,76.26,75.6,0.548,0.548,0.0,23.89
80.246,0.0025,-0.157,-0.215,0.0071,76.1,75.6,0.566,0.566,0.0,20.98
80.294,0.0025,-0.127,-0.099,-0.0027,76.14,75.6,0.56,0.56,0.0,18.75
80.353,0.0024,0.418,0.003,0.002,76.27,75.6,0.547,0.547,0.0,27.65
80.4,0.0021,0.239,0.088,0.0013,76.37,75.6,0.536,0.536,0.0,24.63
80.446,0.0015,0.361,0.183,0.0044,76.37,75.6,0.537,0.537,0.0,20.07
80.499,0.0007,0.181,0.216,-0.0054,76.17,75.6,0.558,0.557,0.0,22.59
80.548,0.0001,0.419,0.231,-0.0013,76.03,75.6,0.573,0.573,0.0,21.38
80.604,-0.0005,0.237,0.224,-0.0026,76.12,75.6,0.562,0.562,0.0,26.85
80.649,-0.0013,0.28,0.233,0.0019,76.34,75.6,0.54,0.54,0.0,21.35
80.702,-0.0021,0.259,0.209,-0.0041,76.4,75.6,0.532,0.532,0.0,24.71
80.753,-0.0026,0.081,0.225,0.0046,76.2,75.6,0.554,0.554,0.0,24.76
80.799,-0.0029,0.065,0.244,0.0011,76.05,75.6,0.571,0.571,0.0,21.07
80.854,-0.0031,0.032,0.301,0.0058,76.13,75.6,0.561,0.561,0.0,25.41
80.905,-0.0029,0.353,0.302,-0.0058,76.33,75.6,0.541,0.541,0.0,25.94
80.951,-0.0026,0.24,0.247,-0.0077,76.42,75.6,0.53,0.53,0.0,21.91
81.005,-0.0019,0.335,0.079,-0.0178,76.28,75.6,0.546,0.546,0.0,25.48
81.053,-0.001,-0.621,-0.189,-0.0198,76.11,75.6,0.564,0.564,0.0,23.0
81.104,-0.0001,-1.127,-0.436,-0.0065,76.13,75.6,0.561,0.561,0.0,23.56
81.154,0.002,-1.027,-0.552,0.0097,76.26,75.6,0.548,0.548,0.0,22.92
81.211,0.0035,-0.381,-0.548,0.0127,76.36,75.6,0.538,0.538,0.0,29.88
81.254,0.0049,-0.162,-0.405,0.0196,76.37,75.6,0.536,0.536,0.0,22.7
81.302,0.0052,-0.088,-0.271,0.0037,76.19,75.6,0.555,0.555,0.0,20.21
81.356,0.0054,-0.557,-0.177,-0.0009,76.05,75.6,0.571,0.571,0.0,24.4
81.408,0.0056,0.417,-0.109,-0.0004,76.15,75.6,0.56,0.56,0.0,25.66
81.454,0.0058,0.408,-0.065,-0.001,76.33,75.6,0.541,0.541,0.0,21.83
81.51,0.0057,0.314,-0.004,0.0039,76.4,75.6,0.533,0.533,0.0,28.16
81.559,0.0048,-0.236,-0.074,-0.0161,76.25,75.6,0.549,0.549,0.0,27.06
81.606,0.0044,0.027,-0.052,0.0104,76.1,75.6,0.566,0.566,0.0,23.38
81.655,0.004,0.134,0.036,0.0099,76.13,75.6,0.562,0.562,0.0,22.23
81.708,0.0036,-0.185,0.13,0.0039,76.26,75.6,0.548,0.548,0.0,24.94
81.758,0.0025,1.049,0.267,0.0092,76.37,75.6,0.537,0.537,0.0,24.71
81.806,0.0015,0.981,0.346,-0.0032,76.36,75.6,0.537,0.537,0.0,23.22
81.858,0.0007,0.016,0.34,-0.0092,76.18,75.6,0.556,0.556,0.0,24.14
81.907,-0.0012,0.442,0.177,-0.0221,76.04,75.6,0.572,0.572,0.0,23.54
81.957,-0.0015,0.342,0.013,-0.0059,76.13,75.6,0.561,0.561,0.0,22.88
82.009,-0.0017,-0.078,-0.059,0.0073,76.31,75.6,0.543,0.543,0.0,25.08
82.057,-0.0027,-0.48,-0.094,0.0025,76.41,75.6,0.531,0.531,0.0,23.31
82.107,-0.0035,-0.501,-0.13,-0.0014,76.32,75.6,0.542,0.542,0.0,22.59
82.159,-0.0042,0.268,-0.03,0.0178,76.14,75.6,0.56,0.56,0.0,24.6
82.21,-0.0048,0.24,0.238,0.027,76.02,75.6,0.574,0.574,0.0,25.16
82.258,-0.0065,0.715,0.468,0.0039,76.12,75.6,0.563,0.563,0.0,23.14
82.303,-0.0079,0.532,0.531,-0.0152,76.32,75.6,0.541,0.541,0.0,17.88
82.359,-0.0086,0.911,0.562,-0.0023,76.39,75.6,0.535,0.535,0.0,23.7
82.411,-0.0098,0.364,0.515,-0.0098,76.24,75.6,0.549,0.549,0.0,25.42
82.457,-0.0103,0.304,0.453,-0.0037,76.08,75.6,0.568,0.568,0.0,21.79
82.506,-0.0108,0.282,0.376,-0.0043,76.12,75.6,0.562,0.562,0.0,19.63
82.561,-0.0108,0.032,0.298,-0.0027,76.26,75.6,0.548,0.548,0.0,24.65
82.609,-0.0105,0.024,0.245,0.0007,76.38,75.6,0.536,0.536,0.0,22.58
82.66,-0.0102,0.027,0.13,-0.0105,76.37,75.6,0.536,0.536,0.0,23.65
82.705,-0.0094,0.003,-0.034,-0.0109,76.18,75.6,0.556,0.556,0.0,18.51
82.761,-0.0086,-0.749,-0.2,-0.006,76.06,75.6,0.57,0.57,0.0,23.77
82.811,-0.0072,-0.735,-0.302,0.0032,76.14,75.6,0.56,0.56,0.0,23.84
82.866,-0.0061,-0.531,-0.386,-0.0011,76.33,75.6,0.541,0.541,0.0,28.21
82.916,-0.0045,-0.136,-0.394,0.0077,76.41,75.6,0.532,0.532,0.0,27.8
82.959,-0.0038,-0.091,-0.371,0.004,76.26,75.6,0.548,0.548,0.0,20.58
83.011,-0.0031,-0.53,-0.297,0.0079,76.12,75.6,0.562,0.562,0.0,21.94
83.064,-0.0029,-0.204,-0.23,0.0017,76.15,75.6,0.559,0.559,0.0,25.1
83.108,-0.0024,-0.162,-0.178,0.0001,76.26,75.6,0.548,0.548,0.0,19.41
83.166,-0.0023,0.387,-0.101,0.0055,76.34,75.6,0.54,0.54,0.0,26.56
83.215,-0.0026,-0.082,-0.071,-0.004,76.34,75.6,0.54,0.54,0.0,25.37
83.264,-0.0033,-0.101,-0.081,-0.0045,76.15,75.6,0.559,0.559,0.0,24.59
83.312,-0.0036,-0.07,-0.082,0.0011,76.0,75.6,0.575,0.575,0.0,22.3
83.366,-0.004,0.335,0.023,0.0146,76.11,75.6,0.563,0.563,0.0,25.58
83.416,-0.0049,0.179,0.242,0.0196,76.36,75.6,0.538,0.538,0.0,25.25
83.462,-0.0065,0.264,0.428,0.0029,76.46,75.6,0.526,0.526,0.0,21.04
83.517,-0.0083,0.741,0.54,-0.0037,76.27,75.6,0.547,0.547,0.0,25.82
83.563,-0.0092,1.141,0.673,0.0068,76.11,75.6,0.564,0.564,0.0,22.03
83.613,-0.0109,1.009,0.734,-0.0054,76.13,75.6,0.561,0.561,0.0,21.56
83.669,-0.012,0.145,0.609,-0.0238,76.26,75.6,0.548,0.548,0.0,26.98
83.717,-0.0127,0.624,0.403,-0.0157,76.37,75.6,0.537,0.537,0.0,24.95
83.766,-0.0122,0.51,0.235,-0.0018,76.37,75.6,0.537,0.537,0.0,22.72
83.819,-0.0117,-0.481,0.15,0.0056,76.18,75.6,0.556,0.556,0.0,26.29
83.868,-0.0115,-0.118,0.031,-0.0075,76.02,75.6,0.573,0.573,0.0,24.93
83.92,-0.0099,0.024,-0.018,0.0055,76.1,75.6,0.564,0.564,0.0,26.61
83.967,-0.009,-0.005,-0.04,0.002,76.32,75.6,0.542,0.542,0.0,22.99
84.021,-0.0081,-0.501,-0.156,-0.0137,76.42,75.6,0.531,0.531,0.0,26.53
84.069,-0.0071,-0.218,-0.265,-0.0031,76.3,75.6,0.544,0.544,0.0,24.85
84.115,-0.0055,-0.231,-0.328,0.0025,76.13,75.6,0.562,0.562,0.0,20.56
84.171,-0.004,-0.719,-0.381,-0.0007,76.1,75.6,0.566,0.566,0.0,25.65
84.222,-0.0029,-0.164,-0.362,0.0081,76.19,75.6,0.555,0.555,0.0,26.35
84.27,-0.0014,-0.178,-0.339,0.0012,76.33,75.6,0.541,0.541,0.0,23.76
84.321,-0.0002,-0.54,-0.28,0.0059,76.36,75.6,0.538,0.538,0.0,24.61
84.377,0.0005,0.14,-0.138,0.0135,76.17,75.6,0.557,0.557,0.0,30.93
84.42,0.002,-0.198,-0.006,0.0038,75.99,75.6,0.577,0.577,0.0,23.16
84.469,0.0028,-0.165,0.08,-0.002,76.08,75.6,0.567,0.567,0.0,22.17
84.519,0.0034,0.494,0.106,-0.0052,76.33,75.6,0.541,0.541,0.0,22.32
84.575,0.0047,-0.23,0.042,-0.0117,76.43,75.6,0.529,0.529,0.0,27.99
84.619,0.0062,-0.171,0.007,0.0019,76.3,75.6,0.544,0.544,0.0,21.56
84.668,0.0076,-0.254,-0.094,-0.0105,76.13,75.6,0.562,0.562,0.0,20.79
84.721,0.0098,-0.66,-0.249,-0.011,76.11,75.6,0.563,0.563,0.0,23.75
84.77,0.0124,-0.579,-0.328,0.0051,76.21,75.6,0.553,0.553,0.0,22.64
84.822,0.0152,-0.556,-0.51,-0.017,76.31,75.6,0.543,0.543,0.0,24.04
84.875,0.0181,-0.974,-0.805,-0.0222,76.35,75.6,0.539,0.539,0.0,26.48
84.926,0.021,-1.715,-1.148,-0.017,76.27,75.6,0.547,0.547,0.0,26.92
84.969,0.0244,-1.519,-1.313,0.013,76.11,75.6,0.565,0.565,0.0,20.18
85.027,0.0271,-1.4,-1.394,0.0059,76.13,73.1,0.277,0.277,0.0,27.3
85.117,0.03,-1.267,-1.369,0.0119,76.23,70.39,0.0,0.0,0.0,67.35
85.175,0.0319,-1.331,-1.329,0.0031,75.97,67.61,0.0,0.0,0.0,57.68
85.23,0.032,-0.995,-1.203,0.0132,75.74,67.61,-0.3,0.0,0.3,54.89
85.273,0.0309,-0.205,-1.246,-0.019,75.52,64.74,-0.461,0.0,0.461,42.74
85.334,0.0291,-0.484,-1.525,-0.0346,75.31,62.7,-0.592,0.0,0.592,54.25
85.372,0.0245,-0.026,-1.594,0.0196,75.09,62.7,-0.599,0.0,0.599,37.69
85.429,0.0181,-1.365,-1.811,-0.0231,74.77,63.0,-0.566,0.0,0.566,44.6
85.507,0.0114,-1.479,-2.374,-0.0559,74.37,61.54,-0.619,0.0,0.619,72.21
85.591,-0.0044,-0.559,-3.081,-0.0397,73.98,59.75,-0.687,0.0,0.687,83.88
85.624,-0.0332,-1.254,-3.645,-0.0048,73.26,58.2,-0.766,0.0,0.766,32.41
85.714,-0.0573,-1.052,-3.774,0.0411,72.6,56.45,-0.81,0.0,0.81,72.21
85.775,-0.1023,2.736,-2.489,0.193,71.15,55.37,-0.787,0.0,0.787,60.97
85.821,-0.1689,4.771,-0.719,0.1126,69.77,55.37,-0.706,0.0,0.706,45.95
85.879,-0.2246,10.784,2.681,0.2893,68.58,51.86,-0.834,0.0,0.834,53.81
85.922,-0.2809,19.13,8.12,0.4034,67.63,49.39,-0.845,0.0,0.845,43.03
85.997,-0.3821,20.72,12.521,0.0449,66.48,49.39,-0.3,0.0,0.3,67.56
86.055,-0.503,30.736,18.607,0.3888,64.74,47.39,-0.828,0.0,0.828,58.37
86.105,-0.6206,42.394,26.663,0.4877,64.14,46.23,-0.973,0.0,0.973,49.08
86.152,-0.7503,41.814,32.117,-0.0822,63.29,46.23,-0.861,0.0,0.861,45.72
86.21,-0.8573,52.501,38.309,0.2935,61.8,45.71,-0.759,0.0,0.759,54.19
86.274,-1.0013,50.895,42.523,-0.0601,60.24,45.71,-0.689,0.0,0.689,63.33
86.315,-1.1624,58.04,47.148,0.2045,58.73,43.7,-0.718,0.0,0.718,40.85
86.373,-1.2627,64.566,52.733,0.2956,57.79,42.09,-0.689,0.0,0.688,49.38
86.416,-1.3977,58.249,54.627,-0.3205,56.88,42.09,-0.68,0.0,0.68,42.28
86.493,-1.4946,63.862,56.886,0.1172,56.04,41.64,-0.3,0.0,0.3,68.9
86.553,-1.6533,52.224,55.494,-0.431,54.91,41.64,-0.527,0.0,0.527,59.37
86.615,-1.7465,54.803,54.234,-0.0301,54.27,40.93,-0.3,0.0,0.3,62.32
86.693,-1.8648,40.588,49.339,-0.5517,53.85,40.93,-0.511,0.0,0.511,77.63
86.742,-1.9649,34.971,43.477,-0.3058,53.35,37.97,-0.734,0.0,0.734,49.29
86.788,-2.0087,37.46,40.578,0.209,53.04,39.88,-0.66,0.0,0.66,45.14
86.866,-2.0705,26.857,35.968,-0.34,52.32,39.88,-0.3,0.0,0.3,72.58
86.955,-2.1214,29.277,32.963,0.0632,51.15,42.38,0.0,0.0,0.0,89.04
86.988,-2.1647,29.047,31.625,0.1279,50.44,47.94,0.126,0.126,0.0,32.73
87.039,-2.2181,17.1,27.006,-0.5049,50.17,47.94,0.156,0.156,0.0,33.17
87.086,-2.2498,4.096,18.759,-0.6677,49.91,47.94,0.182,0.182,0.0,29.74
87.138,-2.2485,17.167,14.953,0.3323,49.67,51.5,0.61,0.61,0.0,31.59
87.184,-2.2826,6.792,12.268,0.0235,49.51,51.5,0.629,0.629,0.0,27.15
87.237,-2.2698,20.492,14.418,0.5814,49.78,57.26,1.0,1.0,0.0,30.07
87.286,-2.3178,10.97,13.685,-0.3276,50.15,57.26,1.0,1.0,0.0,28.82
87.338,-2.3521,1.622,8.888,-0.5929,50.56,57.26,1.0,1.0,0.0,30.0
87.386,-2.3677,17.667,8.206,0.4071,51.04,64.33,1.0,1.0,0.0,27.7
87.428,-2.4222,12.4,10.026,0.3255,51.55,64.33,1.0,1.0,0.0,19.52
87.487,-2.4479,36.349,18.921,1.0514,52.14,61.26,1.0,1.0,0.0,28.73
87.539,-2.5361,32.093,25.96,0.0514,52.77,61.26,1.0,1.0,0.0,29.7
87.597,-2.5813,55.953,34.767,0.4926,53.39,58.03,0.963,0.963,0.0,37.91
87.642,-2.6991,50.479,39.605,-0.2468,53.91,58.03,0.908,0.908,0.0,32.46
87.684,-2.7593,65.536,47.989,0.6641,54.38,54.62,0.469,0.469,0.0,24.14
87.738,-2.9164,58.339,52.779,-0.2093,54.73,54.62,0.434,0.434,0.0,27.22
87.786,-3.0498,50.698,52.218,-0.5799,54.52,54.62,0.454,0.454,0.0,25.42
87.843,-3.1543,68.755,54.805,0.4201,54.25,50.99,0.073,0.073,0.0,31.29
87.889,-3.3133,68.755,59.866,0.4357,53.98,50.99,0.1,0.1,0.0,27.66
87.972,-3.3946,68.755,62.936,-0.1014,53.67,47.11,0.0,0.0,0.0,59.72
88.023,-3.6061,68.755,64.729,-0.0711,53.31,47.11,0.0,0.0,0.0,50.7
88.076,-3.7,68.755,65.977,-0.0135,53.0,46.16,0.0,0.0,0.0,53.25
88.107,-3.9012,68.755,66.876,-0.0053,52.65,46.16,0.0,0.0,0.0,30.97
88.205,-4.0686,68.755,67.484,-0.0092,52.32,46.16,-0.3,0.0,0.3,78.53
88.245,-4.2894,68.755,67.89,-0.007,51.75,46.31,0.0,0.0,0.0,40.0
88.309,-4.4381,68.755,68.166,-0.004,51.37,46.31,0.0,0.0,0.0,54.33
88.387,-4.5623,68.755,68.355,-0.0025,50.95,46.6,0.0,0.0,0.0,77.23
88.439,-4.7716,68.755,68.484,-0.0017,50.33,46.6,0.0,0.0,0.0,52.39
88.461,-4.8743,68.755,68.571,-0.0013,49.92,46.73,0.045,0.045,0.0,21.3
88.513,-5.0002,68.755,68.63,-0.0009,49.5,46.73,0.088,0.088,0.0,23.17
88.561,-5.0648,68.755,68.67,-0.0006,49.08,46.11,0.061,0.061,0.0,21.8
88.608,-5.162,68.755,68.697,-0.0004,48.67,46.11,0.105,0.105,0.0,18.18
88.659,-5.2315,68.755,68.718,0.0,48.23,46.11,0.151,0.151,0.0,18.71
88.709,-5.2736,68.755,68.73,-0.0005,47.8,45.73,0.154,0.154,0.0,18.1
88.761,-5.3169,68.755,68.739,-0.0,47.38,45.73,0.198,0.198,0.0,19.91
88.81,-5.3266,68.755,68.744,-0.0002,46.98,44.95,0.152,0.152,0.0,18.52
88.859,-5.3345,68.755,68.748,0.0,46.56,44.95,0.197,0.197,0.0,17.23
88.908,-5.3189,68.755,68.75,-0.0001,46.13,44.95,0.242,0.242,0.0,16.15
88.959,-5.2796,68.755,68.752,0.0001,45.72,44.3,0.212,0.212,0.0,17.44
89.021,-5.2205,61.374,67.031,-0.2406,45.33,44.3,0.252,0.252,0.0,28.81
89.078,-5.1519,47.996,60.679,-0.7066,44.93,43.79,0.236,0.236,0.0,35.81
89.125,-5.0404,26.663,48.76,-0.9992,44.53,43.79,0.278,0.278,0.0,32.39
89.17,-4.9073,5.205,33.235,-0.9194,44.17,43.79,0.317,0.317,0.0,27.27
89.234,-4.7674,-31.953,11.58,-1.398,43.89,42.38,0.187,0.187,0.0,40.59
89.275,-4.5756,-50.522,-10.349,-0.7941,43.65,42.38,0.212,0.212,0.0,30.76
89.326,-4.3982,-68.755,-30.483,-0.5149,43.48,41.73,0.156,0.156,0.0,31.6
89.375,-4.1451,-68.755,-43.519,0.2884,43.3,41.73,0.175,0.175,0.0,30.65
89.423,-3.9308,-68.755,-51.454,0.2571,43.1,41.15,0.13,0.13,0.0,27.6
89.471,-3.6695,-68.755,-56.877,0.0737,42.87,41.15,0.153,0.153,0.0,25.94
89.519,-3.4499,-68.755,-60.699,0.0343,42.67,43.91,0.487,0.487,0.0,22.92
89.568,-3.1925,-68.755,-63.298,0.0373,42.47,43.91,0.51,0.51,0.0,22.05
89.616,-2.9319,-68.755,-65.046,0.0282,42.25,43.91,0.533,0.533,0.0,19.84
89.668,-2.7055,-68.755,-66.232,0.0174,42.03,47.07,0.914,0.914,0.0,21.29
89.716,-2.447,-68.755,-67.04,0.0113,41.87,47.07,0.932,0.932,0.0,19.99
89.765,-2.2416,-68.755,-67.59,0.008,42.11,49.59,1.0,1.0,0.0,18.0
89.816,-1.9985,-68.755,-67.963,0.0055,42.4,49.59,1.0,1.0,0.0,18.98
89.863,-1.7694,-68.755,-68.216,0.0037,42.62,49.59,1.0,1.0,0.0,15.62
89.916,-1.555,-68.755,-68.389,0.0025,42.79,48.55,1.0,1.0,0.0,18.65
89.966,-1.3138,-68.755,-68.507,0.0016,42.98,48.55,0.984,0.984,0.0,18.85
90.016,-1.1026,-68.755,-68.586,0.0012,43.16,48.55,0.965,0.965,0.0,18.25
90.075,-0.9099,-68.755,-68.64,0.0008,43.33,49.28,1.0,1.0,0.0,27.0
90.115,-0.6995,-68.755,-68.677,0.0005,43.52,49.28,1.0,1.0,0.0,16.47
90.165,-0.5283,-68.755,-68.702,0.0004,43.71,51.42,1.0,1.0,0.0,15.59
90.213,-0.3186,-68.755,-68.721,-0.0,43.9,51.42,1.0,1.0,0.0,14.14
90.267,-0.1136,-68.755,-68.732,0.0004,44.07,51.42,1.0,1.0,0.0,17.28
90.311,0.0632,-68.755,-68.74,0.0,44.26,52.16,1.0,1.0,0.0,11.33
90.363,0.2428,-68.755,-68.744,0.0004,44.36,52.16,1.0,1.0,0.0,13.39
90.412,0.3953,-68.755,-68.749,-0.0003,44.53,54.68,1.0,1.0,0.0,12.42
90.466,0.5981,-68.755,-68.75,0.0004,44.68,54.68,1.0,1.0,0.0,16.02
90.513,0.7811,-68.755,-68.752,-0.0002,44.8,54.68,1.0,1.0,0.0,12.18
90.567,0.9151,-68.755,-68.753,0.0001,44.98,54.33,1.0,1.0,0.0,16.28
90.613,1.0996,-68.755,-68.753,0.0001,45.15,54.33,1.0,1.0,0.0,11.4
90.663,1.2546,-68.755,-68.753,0.0,45.31,54.33,1.0,1.0,0.0,11.04
90.715,1.3846,-68.755,-68.753,-0.0,45.45,57.18,1.0,1.0,0.0,12.48
90.765,1.5515,-68.755,-68.753,-0.0,45.58,57.18,1.0,1.0,0.0,12.53
90.815,1.6452,-68.755,-68.753,-0.0,45.7,57.12,1.0,1.0,0.0,12.35
90.865,1.8166,-68.755,-68.753,0.0,45.76,57.12,1.0,1.0,0.0,12.01
90.914,1.959,-68.755,-68.753,0.0,45.82,57.12,1.0,1.0,0.0,11.01
90.965,2.0643,-68.755,-68.753,0.0,45.88,58.08,1.0,1.0,0.0,11.0
91.016,2.2144,-68.755,-68.753,0.0,45.98,58.08,1.0,1.0,0.0,11.68
91.066,2.2995,-68.755,-68.753,0.0,46.05,58.95,1.0,1.0,0.0,11.58
91.115,2.4429,-68.755,-68.753,0.0,46.14,58.95,1.0,1.0,0.0,10.28
91.168,2.5585,-68.755,-68.754,-0.0002,46.24,58.95,1.0,1.0,0.0,12.76
91.356,2.6338,-68.755,-68.755,-0.0,46.33,61.55,1.0,1.0,0.0,150.78
91.483,2.8929,-68.755,-68.755,0.0001,46.61,63.32,1.0,1.0,0.0,126.13
91.608,3.0472,-68.755,-68.755,0.0,46.87,67.38,1.0,1.0,0.0,125.66
91.641,3.1414,-58.612,-65.256,0.4886,47.01,69.45,1.0,1.0,0.0,32.46
91.68,3.1842,-42.497,-56.95,0.7933,47.1,69.45,1.0,1.0,0.0,21.72
91.736,3.173,-48.183,-52.201,-0.2067,47.24,75.17,1.0,1.0,0.0,26.41
91.782,3.2032,-32.375,-46.153,0.3471,47.44,75.17,1.0,1.0,0.0,22.92
91.837,3.2126,-16.789,-36.27,0.7467,47.65,75.17,1.0,1.0,0.0,26.88
91.886,3.1858,-26.702,-30.671,-0.2533,47.89,75.6,1.0,1.0,0.0,25.88
91.937,3.1862,-13.36,-25.174,0.1814,48.27,75.6,1.0,1.0,0.0,27.43
91.981,3.1406,-21.103,-23.455,-0.3358,48.63,75.6,1.0,1.0,0.0,20.57
92.037,3.1368,-9.969,-19.5,0.3723,49.09,75.6,1.0,1.0,0.0,26.6
92.082,3.1215,-0.012,-12.615,0.5473,49.54,75.6,1.0,1.0,0.0,21.38
92.136,3.0796,-10.579,-10.693,-0.4527,50.06,75.6,1.0,1.0,0.0,25.0
92.183,3.0667,-3.688,-8.965,0.04,50.63,75.6,1.0,1.0,0.0,21.77
92.484,3.0051,-37.961,-14.544,-0.96,53.43,75.6,1.0,1.0,0.0,48.31
92.511,3.0363,-35.004,-22.736,-0.5595,54.1,75.6,1.0,1.0,0.0,25.68
92.557,3.0447,-50.128,-32.534,-0.5101,54.36,75.6,1.0,1.0,0.0,21.11
92.612,3.0933,-45.375,-37.614,0.3167,54.56,75.6,1.0,1.0,0.0,25.65
92.661,3.1089,-54.545,-43.005,-0.2208,54.71,75.6,1.0,1.0,0.0,24.34
92.71,3.1576,-49.158,-45.64,0.1966,54.63,75.6,1.0,1.0,0.0,23.5
92.76,3.1992,-43.159,-44.86,0.385,54.51,75.6,1.0,1.0,0.0,22.51
92.806,3.2235,-50.627,-46.112,-0.2567,54.49,75.6,1.0,1.0,0.0,19.03
92.863,3.256,-41.889,-45.055,0.2789,54.54,75.6,1.0,1.0,0.0,25.51
92.911,3.2697,-44.461,-44.363,-0.0142,54.33,75.6,1.0,1.0,0.0,23.45
92.961,3.2924,-35.02,-41.254,0.3618,54.11,75.6,1.0,1.0,0.0,22.67
93.012,3.2912,-35.241,-38.875,0.0065,53.88,75.6,1.0,1.0,0.0,23.1
93.061,3.297,-26.547,-34.959,0.2977,53.62,75.6,1.0,1.0,0.0,22.59
93.11,3.2784,-28.74,-32.498,-0.0664,53.36,75.6,1.0,1.0,0.0,21.12
93.161,3.2676,-18.578,-28.083,0.3587,53.16,75.6,1.0,1.0,0.0,22.35
